#1
double tab(206,2)
# time T_amb
0.0	-10
300.0	-10
600.0	-10
900.0	-10
1200.0	-10
1500.0	-10
1800.0	-10
2100.0	-10
2400.0	-10
2700.0	-10
3000.0	-10
3300.0	-10
3600.0	-10
3900.0	-10
4200.0	-10
4500.0	-10
4800.0	-10
5100.0	-10
5400.0	-10
5700.0	-10
6000.0	-10
6300.0	-10
6600.0	-10
6900.0	-10
7200.0	-10
7500.0	-10.0
7800.0	-9.0
8100.0	-8.0
8400.0	-7.0
8700.0	-6.0
9000.0	-5.0
9300.0	-5
9600.0	-5
9900.0	-5
10200.0	-5
10500.0	-5
10800.0	-5
11100.0	-5
11400.0	-5
11700.0	-5
12000.0	-5
12300.0	-5
12600.0	-5
12900.0	-5
13200.0	-5
13500.0	-5
13800.0	-5
14100.0	-5
14400.0	-5
14700.0	-5
15000.0	-5
15300.0	-5
15600.0	-5
15900.0	-5
16200.0	-5.0
16500.0	-4.0
16800.0	-3.0
17100.0	-2.0
17400.0	-1.0
17700.0	0.0
18000.0	0
18300.0	0
18600.0	0
18900.0	0
19200.0	0
19500.0	0
19800.0	0
20100.0	0
20400.0	0
20700.0	0
21000.0	0
21300.0	0
21600.0	0
21900.0	0
22200.0	0
22500.0	0
22800.0	0
23100.0	0
23400.0	0
23700.0	0
24000.0	0
24300.0	0
24600.0	0
24900.0	0.0
25200.0	2.4
25500.0	4.8
25800.0	7.2
26100.0	9.6
26400.0	12.0
26700.0	12
27000.0	12
27300.0	12
27600.0	12
27900.0	12
28200.0	12
28500.0	12
28800.0	12
29100.0	12
29400.0	12
29700.0	12
30000.0	12
30300.0	12
30600.0	12
30900.0	12
31200.0	12
31500.0	12
31800.0	12
32100.0	12
32400.0	12
32700.0	12
33000.0	12
33300.0	12
33600.0	12.0
33900.0	13.6
34200.0	15.2
34500.0	16.8
34800.0	18.4
35100.0	20.0
35400.0	20
35700.0	20
36000.0	20
36300.0	20
36600.0	20
36900.0	20
37200.0	20
37500.0	20
37800.0	20
38100.0	20
38400.0	20
38700.0	20
39000.0	20
39300.0	20
39600.0	20
39900.0	20
40200.0	20
40500.0	20
40800.0	20
41100.0	20
41400.0	20
41700.0	20
42000.0	20
42300.0	20.0
42600.0	17.4
42900.0	14.8
43200.0	12.2
43500.0	9.6
43800.0	7.0
44100.0	7
44400.0	7
44700.0	7
45000.0	7
45300.0	7
45600.0	7
45900.0	7
46200.0	7
46500.0	7
46800.0	7
47100.0	7
47400.0	7
47700.0	7
48000.0	7
48300.0	7
48600.0	7
48900.0	7
49200.0	7
49500.0	7
49800.0	7
50100.0	7
50400.0	7
50700.0	7
51000.0	7.0
51300.0	3.6
51600.0	0.2
51900.0	-3.2
52200.0	-6.6
52500.0	-10.0
52800.0	-10
53100.0	-10
53400.0	-10
53700.0	-10
54000.0	-10
54300.0	-10
54600.0	-10
54900.0	-10
55200.0	-10
55500.0	-10
55800.0	-10
56100.0	-10
56400.0	-10
56700.0	-10
57000.0	-10
57300.0	-10
57600.0	-10
57900.0	-10
58200.0	-10
58500.0	-10
58800.0	-10
59100.0	-10
59400.0	-10
59700.0	-10.0
60000.0	-10.0
60300.0	-10.0
60600.0	-10.0
60900.0	-10
61200.0	-10
61500.0	-10
